#lontitude 	 latitude
-124.55	 	 	47.95
-131.57	 	 	55.03
-131.7	 	 	55.35
-133.25	 	 	55.8
-135.35	 	 	57.07
-134.03	 	 	57.45
-133.95	 	 	56.97
-137.05	 	 	58.33
-145	 	 	60.33
-147.3	 	 	61.9
-145.45	 	 	62.15
-149	 	 	63.83
-141.93	 	 	62.97
-143.92	 	 	62.73
-146.25	 	 	61.13
-146.35	 	 	61.13
-146.67	 	 	62.03
-145.73	 	 	64
-142.92	 	 	61.43
-149.83	 	 	62.88
-148.72	 	 	60.78
-152.3	 	 	60.82
-155.62	 	 	62.97
-154.47	 	 	62.85
-168.08	 	 	66.03
-166.87	 	 	65.25
-165.43	 	 	64.5
-166.03	 	 	66.27
-171.73	 	 	63.77
-166.27	 	 	60.37
-160.8	 	 	63.88
-163.3	 	 	62.07
-158.52	 	 	59.05
-156.65	 	 	58.68
-152.27	 	 	63.9
-147.87	 	 	64.82
-145.5	 	 	63.03
-144.07	 	 	65.83
-148.48	 	 	67.5
-149.83	 	 	65.93
-150.65	 	 	66.82
-145.27	 	 	66.57
-150.65	 	 	65
-151.52	 	 	66.92
-162.92	 	 	69.82
-159.85	 	 	70.62
-153.23	 	 	70.92
-143.63	 	 	70.13
-152.13	 	 	69.37
-162.63	 	 	66.87
-148.47	 	 	70.2
-156.78	 	 	71.3
-157.85	 	 	67.1
-149.88	 	 	70.5
-148.33	 	 	70.25
-149.48	 	 	68.48
-152.1	 	 	65.17
-149.08	 	 	64.55
-141.15	 	 	64.77
-135.37	 	 	59.62
-134.9	 	 	58.25
-134.58	 	 	58.37
-135.45	 	 	58.1
-134.97	 	 	57.83
-135.73	 	 	58.42
-132.97	 	 	56.82
-132.37	 	 	56.48
-134.65	 	 	56.25
-134.22	 	 	56
-122.68	 	 	48.25
-122.65	 	 	48.35
-118.47	 	 	48.88
-119.53	 	 	48.42
-122.8	 	 	46.48
-122.95	 	 	45.53
-123.88	 	 	46.15
-123.97	 	 	46.97
-124.05	 	 	44.63
-122.75	 	 	45.25
-123.28	 	 	44.5
-123	 	 	44.92
-124.95	 	 	43.38
-123.22	 	 	44.12
-122.32	 	 	41.32
-124.47	 	 	42.08
-121.85	 	 	39.78
-124.07	 	 	40.03
-124.1	 	 	40.98
-124.23	 	 	41.78
-124.28	 	 	41.33
-123.37	 	 	42.62
-123.37	 	 	43.23
-124.25	 	 	43.42
-122.87	 	 	42.37
-122.53	 	 	41.73
-122.47	 	 	41.78
-120.95	 	 	40.63
-121.73	 	 	42.15
-119.78	 	 	39.5
-120	 	 	38.9
-121.25	 	 	37.9
-121.92	 	 	37.37
-121.82	 	 	37.33
-121.85	 	 	36.58
-121.47	 	 	36.12
-121.6	 	 	36.67
-121.82	 	 	37.7
-122.32	 	 	37.78
-123.2	 	 	39.13
-122.05	 	 	37.42
-122.05	 	 	37.98
-122.12	 	 	37.47
-122.38	 	 	37.62
-122.68	 	 	37.75
-122.83	 	 	37.83
-122.25	 	 	37.52
-121.77	 	 	36.68
-156.43	 	 	20.9
-156.83	 	 	20.97
-157.1	 	 	21.15
-159.67	 	 	22.38
-159.35	 	 	21.98
-166.47	 	 	24.45
-160.3	 	 	22.05
-158.28	 	 	21.75
-157.93	 	 	21.35
-158.12	 	 	21.53
-156.95	 	 	20.8
-156.05	 	 	19.75
-156.12	 	 	20
-155.07	 	 	19.72
-156.47	 	 	20.42
-149.75	 	 	60.18
-146.33	 	 	59.43
-147.08	 	 	60.38
-154.3	 	 	60.2
-152.5	 	 	57.75
-160.5	 	 	55.33
-154.2	 	 	56.88
-158.62	 	 	56.95
-162.72	 	 	55.2
-169.42	 	 	53.58
-166.53	 	 	53.88
-173.3	 	 	53.5
-176.65	 	 	51.88
-174.13	 	 	53.2
-170.22	 	 	57.15
-161.8	 	 	60.78
-159.53	 	 	61.58
-154.92	 	 	59.75
-151.25	 	 	60.57
-151.5	 	 	59.63
-149.85	 	 	61.22
-150.02	 	 	61.17
-153.25	 	 	62.17
-152.08	 	 	61.98
-148.95	 	 	63.38
-151.2	 	 	61.97
-149.08	 	 	61.6
-149.03	 	 	61.63
-150.1	 	 	62.3
-150.05	 	 	61.75
-145.5	 	 	60.5
-139.67	 	 	59.52
-136.35	 	 	58.2
-135.53	 	 	59.75
-135.43	 	 	59.23
-122.28	 	 	47.92
-122.22	 	 	47.5
-122.3	 	 	47.53
-122.3	 	 	47.45
-122.77	 	 	47.48
-122.58	 	 	47.27
-123.15	 	 	47.25
-122.9	 	 	46.97
-122.58	 	 	47.08
-122.48	 	 	47.15
-122.6	 	 	45.6
-122.4	 	 	45.55
-120.53	 	 	46.57
-121.88	 	 	45.68
-121.15	 	 	45.62
-119.6	 	 	46.57
-118.28	 	 	46.1
-119.12	 	 	46.27
-118.4	 	 	45.5
-118	 	 	45.28
-117.65	 	 	47.62
-117.12	 	 	46.75
-117.02	 	 	46.38
-117.33	 	 	47.67
-117.53	 	 	47.63
-116.82	 	 	47.77
-115.43	 	 	45.82
-114.08	 	 	46.92
-115.8	 	 	47.47
-114.27	 	 	48.3
-112.37	 	 	48.6
-115.37	 	 	47.6
-114.47	 	 	45.17
-116.1	 	 	44.88
-117.82	 	 	44.83
-121.15	 	 	44.27
-120.53	 	 	41.48
-118.95	 	 	43.6
-120.35	 	 	42.18
-120.7	 	 	39.28
-121.57	 	 	39.1
-121.6	 	 	38.7
-121.45	 	 	39.13
-121.4	 	 	38.67
-120.13	 	 	39.32
-117.8	 	 	40.9
-117.08	 	 	39.5
-117.13	 	 	39.83
-116.87	 	 	40.62
-117.08	 	 	38.07
-115.97	 	 	39.5
-113.6	 	 	37.08
-115.67	 	 	36.57
-115.17	 	 	36.08
-115.03	 	 	36.23
-116.02	 	 	36.62
-114.62	 	 	34.77
-115.57	 	 	36.53
-116.62	 	 	35.28
-117.68	 	 	35.68
-116.78	 	 	34.87
-116.68	 	 	34.27
-116.95	 	 	33.93
-117.38	 	 	34.58
-117.62	 	 	34.05
-117.23	 	 	34.1
-117.27	 	 	33.88
-117.63	 	 	33.97
-117.45	 	 	33.95
-117.35	 	 	33.3
-119.12	 	 	34.12
-119.2	 	 	34.2
-118.45	 	 	34.02
-118.48	 	 	34.22
-118.13	 	 	35.05
-118.15	 	 	35.05
-117.88	 	 	34.9
-117.78	 	 	34.1
-118.22	 	 	34.73
-118.15	 	 	33.82
-118.03	 	 	34.08
-118.07	 	 	34.23
-118.33	 	 	33.92
-119.83	 	 	34.43
-118.73	 	 	34.75
-120.63	 	 	35.67
-120.57	 	 	37.38
-120.52	 	 	37.28
-120.95	 	 	37.63
-121.32	 	 	36
-121.28	 	 	35.67
-120.95	 	 	35.2
-120.65	 	 	35.23
-120.45	 	 	34.9
-120.4	 	 	34.03
-121.12	 	 	34.95
-118.58	 	 	33.02
-119.45	 	 	33.25
-118.4	 	 	33.93
-118.37	 	 	34.2
-118.33	 	 	33.8
-118.05	 	 	33.78
-117.97	 	 	33.87
-117.83	 	 	33.7
-117.88	 	 	33.67
-117.73	 	 	33.67
-117.15	 	 	32.87
-117.62	 	 	33.42
-117.2	 	 	32.7
-117.12	 	 	32.57
-116.98	 	 	32.57
-115.68	 	 	32.82
-116.17	 	 	33.63
-116.5	 	 	33.83
-116.15	 	 	34.28
-115	 	 	33.1
-114.72	 	 	33.62
-112.38	 	 	33.53
-113.17	 	 	33.55
-113.95	 	 	35.27
-112.43	 	 	34.65
-112.38	 	 	33.42
-111.73	 	 	33.47
-110.73	 	 	35.02
-111.33	 	 	34.23
-111.92	 	 	33.62
-112.08	 	 	33.68
-108.17	 	 	32.63
-107.27	 	 	33.23
-106.77	 	 	32.3
-107.7	 	 	32.25
-106.4	 	 	31.8
-104.8	 	 	31.83
-103.2	 	 	32.68
-103.2	 	 	31.78
-104.02	 	 	30.37
-100.78	 	 	29.37
-102.42	 	 	30.17
-99.77	 	 	30.5
-96.37	 	 	30.58
-100.5	 	 	31.37
-94.87	 	 	29.27
-95.17	 	 	29.62
-95.28	 	 	29.65
-94.02	 	 	30.58
-93.2	 	 	31.05
-95.35	 	 	29.97
-98.28	 	 	29.53
-98.47	 	 	29.33
-99.17	 	 	29.35
-99.08	 	 	29.98
-98.58	 	 	29.38
-95.4	 	 	32.37
-97.72	 	 	31.15
-94.75	 	 	31.23
-93.1	 	 	34.48
-91.9	 	 	36.88
-89.09	 	 	38.51
-90.47	 	 	36.77
-89.22	 	 	37.07
-89.33	 	 	39.53
-88.25	 	 	41.92
-87.82	 	 	42.08
-87.65	 	 	41.9
-87.85	 	 	41.07
-88.72	 	 	41.93
-88.68	 	 	41.37
-89.6	 	 	41.16
-88.93	 	 	40.48
-92.45	 	 	41.1
-92.4	 	 	42.55
-93.65	 	 	41.53
-93.93	 	 	40.62
-95.58	 	 	40.07
-95.53	 	 	40.28
-94.92	 	 	39.37
-94.55	 	 	38.85
-92.17	 	 	38.6
-94.6	 	 	39.12
-92.22	 	 	38.82
-88.96	 	 	38.63
-89	 	 	37.75
-88.86	 	 	38.32
-89.95	 	 	35.97
-88.77	 	 	37.07
-89.4	 	 	36.02
-89.87	 	 	35.35
-90.65	 	 	35.83
-90.93	 	 	36.13
-90	 	 	35.05
-86.77	 	 	34.65
-86.68	 	 	36.12
-86.43	 	 	36.97
-86.5	 	 	36
-85.51	 	 	35.15
-86.75	 	 	33.57
-87.62	 	 	33.23
-87.62	 	 	34.75
-87.42	 	 	36.62
-88.77	 	 	34.27
-87.5	 	 	36.67
-85.73	 	 	38.18
-85.67	 	 	38.23
-85	 	 	38.05
-81.6	 	 	38.37
-81.4	 	 	41.63
-80.67	 	 	41.27
-78.63	 	 	41.8
-76.9	 	 	42.17
-75.98	 	 	42.22
-75.73	 	 	41.33
-74.8	 	 	41.7
-74.1	 	 	41.5
-74.42	 	 	40.8
-75.25	 	 	39.88
-75.02	 	 	40.08
-74.82	 	 	40.28
-75.15	 	 	40.2
-75.5	 	 	38.33
-75.48	 	 	37.85
-76.2	 	 	37.5
-77.3	 	 	38.5
-76.4	 	 	38.28
-77.18	 	 	38.72
-76.87	 	 	38.82
-77.04	 	 	38.85
-76.77	 	 	39.08
-76.17	 	 	39.47
-76.67	 	 	39.18
-76.42	 	 	39.33
-75.6	 	 	39.67
-75.97	 	 	40.38
-76.3	 	 	40.13
-77.46	 	 	38.95
-78.83	 	 	40.32
-77.43	 	 	39.73
-79.25	 	 	42.15
-80.18	 	 	42.08
-81.68	 	 	41.52
-81.87	 	 	41.42
-82.88	 	 	40
-83.07	 	 	40.08
-85.23	 	 	42.3
-85.58	 	 	44.73
-86.25	 	 	44.27
-84.8	 	 	45.57
-85.92	 	 	45.92
-84.37	 	 	46.47
-88.12	 	 	45.82
-89.45	 	 	45.63
-89.62	 	 	44.92
-89.67	 	 	44.78
-88.13	 	 	44.48
-87.63	 	 	45.12
-87.95	 	 	46.88
-87.4	 	 	46.35
-87.08	 	 	45.73
-88.5	 	 	47.17
-87.85	 	 	47.47
-90.13	 	 	46.53
-90.83	 	 	47.58
-92.18	 	 	46.83
-91.82	 	 	47.9
-92.85	 	 	47.38
-95.35	 	 	48.93
-96.18	 	 	48.07
-97.18	 	 	47.95
-98.87	 	 	48.1
-98.9	 	 	48.12
-97.4	 	 	47.97
-100.75	 	 	46.77
-98.68	 	 	46.92
-101.28	 	 	48.27
-101.35	 	 	48.42
-101.83	 	 	47.75
-102.8	 	 	46.78
-102.17	 	 	45.93
-100.43	 	 	45.53
-99.32	 	 	43.8
-100.28	 	 	44.38
-98.22	 	 	44.38
-98.68	 	 	42.47
-97.43	 	 	41.98
-99.15	 	 	41.78
-101.05	 	 	42.05
-104.82	 	 	41.15
-106.47	 	 	42.92
-108.45	 	 	43.05
-108.53	 	 	45.8
