5.000000 0.000490
4.900000 0.001778
4.800000 -0.000121
4.700000 0.002306
4.600000 -0.004110
4.500000 0.000638
4.400000 0.000729
4.300000 0.001913
4.200000 -0.001167
4.100000 -0.000088
4.000000 -0.001368
3.900000 -0.000815
3.800000 0.003315
3.700000 -0.003267
3.600000 0.003645
3.500000 0.000004
3.400000 -0.008577
3.300000 0.005254
3.200000 -0.013844
3.100000 -0.015119
3.000000 -0.002225
2.900000 -0.012266
2.800000 0.014948
2.700000 0.018946
2.600000 0.005019
2.500000 0.067747
2.400000 0.074369
2.300000 -0.087208
2.200000 0.217677
2.100000 0.743198
2.000000 0.869423
1.900000 0.911025
1.800000 0.941149
1.700000 0.958967
1.600000 0.971665
1.500000 0.980126
1.400000 0.988365
1.300000 0.992612
1.200000 0.995485
1.100000 0.997602
1.000000 0.998814
0.900000 0.999483
0.800000 0.999811
0.700000 0.999958
0.600000 0.999991
0.500000 0.999999
0.400000 1.000000
0.300000 1.000000
0.200000 1.000000
0.100000 1.000000
