5.000000 -0.028940
4.900000 -0.030540
4.800000 -0.026646
4.700000 -0.028227
4.600000 -0.028888
4.500000 -0.028675
4.400000 -0.032058
4.300000 -0.031580
4.200000 -0.031338
4.100000 -0.040163
4.000000 -0.040054
3.900000 -0.048845
3.800000 -0.049030
3.700000 -0.047880
3.600000 -0.047732
3.500000 -0.064022
3.400000 -0.068026
3.300000 -0.077085
3.200000 -0.080177
3.100000 -0.105543
3.000000 -0.099686
2.900000 -0.124321
2.800000 -0.159375
2.700000 -0.223640
2.600000 -0.286991
2.500000 -0.418995
2.400000 -0.514330
2.300000 -0.678716
2.200000 -0.777838
2.100000 -0.847736
2.000000 -0.885615
1.900000 -0.921961
1.800000 -0.946833
1.700000 -0.961873
1.600000 -0.973668
1.500000 -0.981717
1.400000 -0.988690
1.300000 -0.992798
1.200000 -0.995793
1.100000 -0.997652
1.000000 -0.998847
0.900000 -0.999418
0.800000 -0.999849
0.700000 -0.999927
0.600000 -0.999991
0.500000 -0.999995
0.400000 -1.000000
0.300000 -1.000000
0.200000 -1.000000
0.100000 -1.000000
