5.000000 -0.025990
4.900000 -0.027653
4.800000 -0.032733
4.700000 -0.031873
4.600000 -0.032378
4.500000 -0.032371
4.400000 -0.036522
4.300000 -0.031314
4.200000 -0.036551
4.100000 -0.042480
4.000000 -0.044955
3.900000 -0.048164
3.800000 -0.046234
3.700000 -0.052536
3.600000 -0.053399
3.500000 -0.049315
3.400000 -0.061540
3.300000 -0.075177
3.200000 -0.077720
3.100000 -0.094258
3.000000 -0.110171
2.900000 -0.146156
2.800000 -0.157006
2.700000 -0.196019
2.600000 -0.233553
2.500000 -0.378364
2.400000 -0.555008
2.300000 -0.671246
2.200000 -0.782369
2.100000 -0.845133
2.000000 -0.891352
1.900000 -0.920130
1.800000 -0.945998
1.700000 -0.961720
1.600000 -0.973341
1.500000 -0.981655
1.400000 -0.988668
1.300000 -0.993057
1.200000 -0.995994
1.100000 -0.997600
1.000000 -0.998779
0.900000 -0.999466
0.800000 -0.999839
0.700000 -0.999947
0.600000 -0.999982
0.500000 -0.999998
0.400000 -1.000000
0.300000 -1.000000
0.200000 -1.000000
0.100000 -1.000000
